Name,Display Name,Description,NRT Colors,NRT sizes,Parent,BREEZEMAX ACTIVE,On Hand,On Order,Store Description,Store Display Name,Image Name
KTS : KTS-Hot.P-2,Kids T Shirt,,Hot Pink,Kids 2,KTS,Yes,799,1000,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Hot Pink
KTS : KTS-Hot.P-4,Kids T Shirt,,Hot Pink,Kids 4,KTS,Yes,243,1500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Hot Pink
KTS : KTS-Hot.P-6X,Kids T Shirt,,Hot Pink,Kids 6x,KTS,Yes,275,1000,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Hot Pink
KTS : KTS-Laven-2,Kids T Shirt,,Lavender,Kids 2,KTS,Yes,966,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Lavender
KTS : KTS-Laven-4,Kids T Shirt,,Lavender,Kids 4,KTS,Yes,446,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Lavender
KTS : KTS-Laven-6X,Kids T Shirt,,Lavender,Kids 6x,KTS,Yes,399,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Lavender
KTS : KTS-Lime-2,Kids T Shirt,,Lime,Kids 2,KTS,Yes,336,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Lime
KTS : KTS-Lime-4,Kids T Shirt,,Lime,Kids 4,KTS,Yes,146,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Lime
KTS : KTS-Lime-6X,Kids T Shirt,,Lime,Kids 6x,KTS,Yes,98,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Lime
KTS : KTS-M.Gre-2,Kids T Shirt,,Military Green,Kids 2,KTS,Yes,1379,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Military Green
KTS : KTS-M.Gre-4,Kids T Shirt,,Military Green,Kids 4,KTS,Yes,1022,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Military Green
KTS : KTS-M.Gre-6X,Kids T Shirt,,Military Green,Kids 6x,KTS,Yes,1127,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Military Green
KTS : KTS-Nat.-2,Kids T Shirt,,Natural,Kids 2,KTS,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Natural
KTS : KTS-Nat.-4,Kids T Shirt,,Natural,Kids 4,KTS,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Natural
KTS : KTS-Nat.-6x,Kids T Shirt,,Natural,Kids 6x,KTS,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Natural
KTS : KTS-Navy-2,Kids T Shirt,,Navy,Kids 2,KTS,Yes,430,800,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Navy
KTS : KTS-Navy-4,Kids T Shirt,,Navy,Kids 4,KTS,Yes,564,1000,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Navy
KTS : KTS-Navy-6X,Kids T Shirt,,Navy,Kids 6x,KTS,Yes,975,600,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Navy
KTS : KTS-Oat-2,Kids T Shirt,,Oatmeal,Kids 2,KTS,Yes,992,300,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Oatmeal
KTS : KTS-Oat-4,Kids T Shirt,,Oatmeal,Kids 4,KTS,Yes,992,300,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Oatmeal
KTS : KTS-Oat-6x,Kids T Shirt,,Oatmeal,Kids 6x,KTS,Yes,992,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Oatmeal
KTS : KTS-Or-2,Kids T Shirt,,Orange,Kids 2,KTS,Yes,502,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Orange
KTS : KTS-Or-4,Kids T Shirt,,Orange,Kids 4,KTS,Yes,-12,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Orange
KTS : KTS-Or-6X,Kids T Shirt,,Orange,Kids 6x,KTS,Yes,229,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Orange
KTS : KTS-Pink-2,Kids T Shirt,,Pink,Kids 2,KTS,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Pink
KTS : KTS-Pink-4,Kids T Shirt,,Pink,Kids 4,KTS,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Pink
KTS : KTS-Pink-6X,Kids T Shirt,,Pink,Kids 6x,KTS,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Pink
KTS : KTS-R.Blue-2,Kids T Shirt,,Royal Blue,Kids 2,KTS,Yes,790,200,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Royal Blue
KTS : KTS-R.Blue-4,Kids T Shirt,,Royal Blue,Kids 4,KTS,Yes,607,400,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Royal Blue
KTS : KTS-R.Blue-6X,Kids T Shirt,,Royal Blue,Kids 6x,KTS,Yes,662,400,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Royal Blue
